City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
548,Republic,US,62.56,heavy intensity rain,37.12,-93.4802,AmericInn by Wyndham Republic
549,Huarmey,PE,62.82,overcast clouds,-10.0681,-78.1522,Hotel Miramar
553,Houma,US,77.0,overcast clouds,29.5958,-90.7195,Courtyard by Marriott Houma
556,Sahuaripa,MX,67.75,scattered clouds,29.05,-109.2333,Estatua de Sahuaripa
557,Saint-Joseph,RE,68.38,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
558,Chaohu,CN,64.22,broken clouds,31.6,117.8667,Shell Hefei Chaohu Railway Station Wanda Plaza Hotel
559,Freeport,US,62.58,mist,40.6576,-73.5832,The Freeport Inn and Marina
560,Ipilan,PH,84.22,broken clouds,8.8431,117.9033,Brookes Inn
562,Cartagena,CO,83.82,scattered clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
565,Japura,ID,76.91,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
567,Rewari,IN,69.06,clear sky,28.1833,76.6167,Shree Ram Palace Hotel & Benquet
568,Panaba,MX,79.83,overcast clouds,21.2833,-88.2667,Hotel Don Fernando
574,Sao Filipe,CV,77.2,clear sky,14.8961,-24.4956,Hotel Xaguate
577,Phalodi,IN,73.33,clear sky,27.1333,72.3667,"HOTEL NEW GOLDEN PALACE , PHALODI"
578,Namatanai,PG,84.92,light rain,-3.6667,152.4333,Seagulls Inn Namatani
579,Harper,LR,76.96,light rain,4.375,-7.7169,Screensaver
580,Uchiza,PE,71.4,overcast clouds,-8.4592,-76.4633,Hotel San Pedro
581,Plymouth,US,60.03,fog,41.8334,-70.8328,Rodeway Inn Middleboro-Plymouth
582,Taoudenni,ML,81.12,overcast clouds,22.6783,-3.9836,
583,Diyarb Najm,EG,63.95,clear sky,30.7542,31.4393,قاعه ساندي للافراح
584,Lazaro Cardenas,MX,80.31,overcast clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
587,Brownsville,US,82.4,overcast clouds,25.9018,-97.4975,Best Western Hotel Plaza Matamoros
588,Neyshabur,IR,62.04,broken clouds,36.2133,58.7958,Amiran Hotel & Commercial Complex
589,Pringsewu,ID,75.22,overcast clouds,-5.3582,104.9744,Urban Style by Front One
591,Thanh Hoa,VN,73.35,overcast clouds,19.8,105.7667,Quỳnh Trang Hotel
592,Kismayo,SO,77.5,scattered clouds,-0.3582,42.5454,Agan-Hotel
593,Kaohsiung,TW,78.75,broken clouds,22.6163,120.3133,御宿商旅-中山館
596,Sur,OM,79.47,clear sky,22.5667,59.5289,Sur Plaza Hotel
597,Salinopolis,BR,80.28,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
599,Nagapattinam,IN,78.89,few clouds,10.7667,79.8333,Sathya Lodge
600,Griffith,US,72.9,clear sky,41.5284,-87.4237,Apartment above Depot Bar
601,Nantucket,US,66.31,mist,41.2835,-70.0995,Jared Coffin House
602,Itacoatiara,BR,79.93,few clouds,-3.1431,-58.4442,BBB Rooms Centro Itacoatiara AM
603,Betare Oya,CM,66.06,overcast clouds,5.6,14.0833,Auberge Tembina Betaré Oya
604,Khagaria,IN,68.41,few clouds,25.5,86.4833,SPOT ON 49066 Hotel Amol Nac
605,Buin,CL,70.74,broken clouds,-33.7333,-70.75,Paihuen
607,Grand-Lahou,CI,77.25,light rain,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
609,Camocim,BR,79.07,clear sky,-2.9022,-40.8411,Ilha Praia Hotel
610,Boulsa,BF,81.7,few clouds,12.6675,-0.5758,Auberge Relwende
611,Pafos,CY,64.18,clear sky,34.7667,32.4167,Elysium Hotel
613,Bassila,BJ,73.74,overcast clouds,9.0081,1.6654,COMPLEXE MAKOYA ET FILS
614,Kudahuvadhoo,MV,81.97,broken clouds,2.6708,72.8944,Niyama Private Islands Maldives
617,Miri,MY,80.74,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
618,Abong Mbang,CM,67.55,light rain,3.9833,13.1833,Auberge Angle Sur
620,Ambon,ID,89.74,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
621,Merauke,ID,86.32,few clouds,-8.4667,140.3333,
622,Moroni,KM,74.57,clear sky,-11.7022,43.2551,Hotel Les Arcades
624,Mercedes,AR,67.03,clear sky,-34.6515,-59.4307,Posada del Inti Centro
626,Xinxiang,CN,64.63,overcast clouds,35.3089,113.8672,Guoyu Holiday Inn
627,Qrendi,MT,70.11,clear sky,35.8347,14.4583,M'Anglu
632,San Lorenzo,PY,77.94,clear sky,-25.3333,-57.5333,Canarias Hotel
635,Lagoa,PT,64.96,broken clouds,39.05,-27.9833,Casa Das Faias
637,Itacare,BR,73.98,overcast clouds,-14.2775,-38.9967,Ecoporan Hotel Charme Spa & Eventos
641,Zhanjiang,CN,75.85,broken clouds,21.2815,110.3427,创业旅店
642,Marzuq,YE,66.25,clear sky,14.4,46.4667,حيد القفلة
644,Gizo,SB,84.22,light rain,-8.103,156.8419,Imagination Island
645,Ituporanga,BR,60.08,broken clouds,-27.4144,-49.6025,Hotel Jacaré
646,Phan Thiet,VN,80.87,scattered clouds,10.9333,108.1,Hotel Saigon-PT
647,Mackay,AU,87.67,scattered clouds,-21.15,149.2,International Lodge Motel
648,Santa Cruz,BO,80.06,scattered clouds,-17.8,-63.1667,Aviador Hotel Boutique
